i	j	d
56	132	2.7534020421
56	133	2.5452425617
56	134	4.7489431984
56	135	4.5602006738
56	136	6.0905013816
56	137	2.2810491646
56	138	5.7978195906
56	139	6.6468255667
56	140	6.2064030046
56	141	6.4280427901
56	142	6.6430403761
56	143	2.9876573486
56	144	4.3408960981
56	145	5.7947117788
56	146	6.0798972892
56	147	3.3703653619
56	148	4.0048101256
56	149	6.5687637057
56	150	5.4230449788
56	151	6.5405847437
56	152	6.367591757
56	153	3.81409343
56	154	4.28430373
56	155	5.5035898646
56	156	4.9116893736
56	157	6.6595240336
56	158	4.2448085119
56	159	3.1816697527
56	160	5.5140204073
56	161	4.1974133384
56	162	6.2386539067
56	163	6.8031124029
56	164	2.3868891813
56	165	3.7287207333
56	166	4.6509961219
56	167	4.7892808955
56	168	3.0130685805
56	169	4.6934134996
56	170	5.8759797713
56	171	5.4271758252
56	172	5.6252836271
56	173	5.6074791144
56	174	5.2465890903
56	175	5.2125403165
56	176	2.8516446575
56	177	6.5855384667
56	178	4.1810947136
56	179	6.6410605356
56	180	2.2536090814
56	181	2.4007801485
56	182	2.7881193449
56	183	2.3443161307
56	184	3.730117489
56	185	6.7288031316
56	186	5.5927635681
56	187	5.0174266445
56	188	3.5242067848
56	189	2.0243142271
56	190	2.5305305591
56	191	2.0849370985
56	192	5.2469932471
56	193	2.9261402911
56	194	2.2497325722
56	195	2.0972795347
56	196	6.4533898912
56	197	3.9504418815
56	198	2.4510058698
56	199	4.8847400089
56	200	3.6681887916
56	201	4.5755425904
56	202	3.1715828959
56	203	4.7025793226
56	204	3.2957569264
56	205	3.0077023208
56	206	4.3620995587
56	207	2.1708085393
56	208	3.1158959386
56	209	2.3089038075
56	210	3.9722688324
56	211	6.6855273492
56	212	2.6552289825
56	213	6.36400098
56	214	2.46824849
56	215	4.235941378
56	216	6.3030535706
57	58	6.9383740057
57	59	4.7652522981
57	60	5.7484283344
57	61	2.4753260596
57	62	3.8609771397
57	63	5.7391298026
57	64	2.5727753116
57	65	5.6973772332
57	66	6.0733214673
57	67	4.989500036
57	68	5.3094043905
57	69	4.6250521432
57	70	5.2343200027
57	71	3.3853291964
57	72	5.3513888523
57	73	4.7098388331
57	74	5.5712607198
57	75	5.6563141777
57	76	2.3502545647
57	77	4.0446617562
57	78	2.391999935
57	79	6.0227861512
57	80	5.5283331659
57	81	5.5029310866
57	82	5.589723538
57	83	2.6021616681
57	84	6.8016193182
57	85	3.0270759282
57	86	5.5230748931
57	87	2.9915588847
57	88	5.4577117993
57	89	4.5474639016
57	90	3.0311023104
57	91	6.0296727414
57	92	2.3794206494
57	93	2.3045009055
57	94	3.2805899495
57	95	2.6648515634
57	96	4.8692652112
57	97	5.6681828502
57	98	2.6381142305
57	99	6.8096599033
57	100	6.3442579286
57	101	6.6284405676
57	102	4.2804113302
57	103	3.3523940725
57	104	4.2995383257
57	105	4.2612044854
57	106	5.9869234194
57	107	6.6496369572
57	108	6.9998853425
57	109	4.5912455598
57	110	6.9059888045
57	111	5.26023315
57	112	6.5685421697
57	113	5.4052649762
57	114	6.6845573046
57	115	6.9530912796
57	116	6.2055487839
57	117	6.4658969317
57	118	6.6508320815
57	119	5.2849593942
57	120	6.9808513001
57	121	4.9858101802
57	122	4.4775784078
57	123	3.8006607037
57	124	5.4161770779
57	125	3.1622370692
57	126	4.0766245956
57	127	3.0717519145
57	128	5.1862460208
57	129	5.9554066183
57	130	4.2170147496
57	131	2.0135990488
57	132	4.8740028515
57	133	5.778365482
57	134	5.0815922413
57	135	6.2989344729
57	136	4.4593117332
57	137	5.8636608184
57	138	6.8831753083
57	139	6.1749123224
57	140	3.5459619027
57	141	3.9328149534
57	142	4.4157431919
57	143	2.8832919439
57	144	3.3046633668
57	145	2.5768371842
57	146	3.1262340709
57	147	5.7726465816
57	148	4.4457777419
57	149	4.1102878089
57	150	4.1992734434
57	151	2.547123824
57	152	4.8317729816
57	153	3.5696568608
57	154	3.2906162307
57	155	2.6203973436
57	156	6.7803461481
57	157	2.7542768031
57	158	6.2063432719
57	159	5.3543988636
57	160	3.5130402295
57	161	5.5247937373
57	162	4.9796604267
57	163	2.2240360343
57	164	2.0278578466
57	165	2.7169296177
57	166	6.2490654622
57	167	4.2400518727
57	168	6.5986383802
57	169	3.4509438311
57	170	6.8764503234
57	171	4.6588687406
57	172	6.1827152247
57	173	3.26825532
57	174	2.3559379863
57	175	2.3822815117
57	176	3.5214011406
57	177	3.6689434935
57	178	5.2620789242
57	179	5.6539258126
57	180	3.9537013918
57	181	3.2743050844
57	182	3.521675315
57	183	6.8556161834
57	184	3.9465235653
57	185	6.2079866301
57	186	3.9851193982
57	187	4.0481138407
57	188	4.4860490684
57	189	4.8480789754
57	190	6.0575438082
57	191	4.1837075158
57	192	2.3722037027
57	193	6.5326916988
57	194	6.5910321826
57	195	5.6173946544
57	196	3.328592634
57	197	5.4757086837
57	198	5.7203859718
57	199	6.2649172942
57	200	6.808778502
57	201	5.1169115557
57	202	2.5578997175
57	203	3.8329669404
57	204	4.8934186478
57	205	4.5481666962
57	206	5.9399805776
57	207	2.7228820285
57	208	3.2151429389
57	209	2.1160489442
57	210	2.7552082351
57	211	4.8121913284
57	212	5.7565492693
57	213	6.0839308589
57	214	3.7742284139
57	215	6.7119979652
57	216	4.703717301
58	59	2.9742624131
58	60	6.1101233564
58	61	6.0030776495
58	62	2.9863931923
58	63	6.2796587731
58	64	2.6034543391
58	65	6.0458196979
58	66	4.6008362638
58	67	3.7985358656
58	68	6.0371376132
58	69	4.9978416758
58	70	3.7776020601
58	71	2.7859734193
58	72	6.9353022733
58	73	5.0982338349
58	74	5.38607934
58	75	3.4393291978
58	76	6.9937442411
58	77	3.9422504804
58	78	4.3815227451
58	79	6.2965928299
58	80	4.2822016581
58	81	3.9445890011
58	82	4.3846021632
58	83	3.7708262064
58	84	5.9588024742
58	85	2.0807578676
58	86	2.6264770011
58	87	6.6182532048
58	88	2.0727126981
58	89	3.3527951023
58	90	4.9894819451
58	91	4.513566803
58	92	6.6784490974
58	93	2.0600284315
58	94	5.7479563191
58	95	6.0912387632
58	96	3.2848009664
58	97	5.8303838642
58	98	4.4328826426
58	99	2.8523363834
58	100	2.9341320633
58	101	6.8655329737
58	102	3.6530270812
58	103	6.1593565206
58	104	5.3821225624
58	105	5.212855504
58	106	6.6166544266
58	107	5.8336140797
58	108	4.2609143505
58	109	3.2081700779
58	110	3.1744633742
58	111	2.4677333126
58	112	3.6712572736
58	113	3.2038236955
58	114	2.3146966455
58	115	2.9649196807
58	116	4.5604450971
58	117	2.0185881392
58	118	6.997450856
58	119	6.5769643595
58	120	3.6987904681
58	121	5.7915119104
58	122	5.2625408858
58	123	3.6961306504
58	124	5.3145066576
58	125	5.9762825537
58	126	6.2448143052
58	127	2.3010009091
58	128	5.3877318229
58	129	6.411605396
58	130	6.4172010359
58	131	2.4607836322
58	132	2.1663974464
58	133	3.9326138855
58	134	4.4277197185
58	135	3.2767609494
58	136	3.1675370467
58	137	6.8357500624
58	138	4.3491373669
58	139	6.5057971494
58	140	6.468603546
58	141	4.9412916037
58	142	3.6366970849
58	143	4.7758080944
58	144	6.2661830407
58	145	6.5171917693
58	146	6.1611329439
58	147	2.9919826039
58	148	3.4488699992
58	149	2.3724963196
58	150	5.161942192
58	151	5.6390601861
58	152	6.2130981405
58	153	6.8433607769
58	154	6.3196138178
58	155	4.9141966546
58	156	3.9475326696
58	157	6.5704810087
58	158	5.1850404098
58	159	2.3132601736
58	160	5.4295325463
58	161	4.890404541
58	162	3.9991637147
58	163	4.0561934086
58	164	6.9447637237
58	165	6.9302753829
58	166	3.6381805235
58	167	2.6359874833
58	168	4.0840841681
58	169	5.8161283656
58	170	2.0497630658
58	171	5.4601867914
58	172	6.530881075
58	173	4.4052315589
58	174	4.2156591631
58	175	2.4765900087
58	176	4.6138708939
58	177	2.2409087775
58	178	4.6850366931
58	179	4.0345091387
58	180	6.1664485769
58	181	4.1927054889
58	182	4.1088756421
58	183	5.7852181721
58	184	6.6575966778
58	185	5.6420048907
58	186	4.9406948401
58	187	6.704967304
58	188	2.283152566
58	189	5.4249572961
58	190	6.7771959611
58	191	5.5934947168
58	192	5.2971813778
58	193	3.9193120682
58	194	3.162034297
58	195	2.1255955734
58	196	2.940521637
58	197	6.6921594137
58	198	5.8152774185
58	199	2.3744830565
58	200	5.1916495241
58	201	4.5930549286
58	202	5.6176637577
58	203	2.2728799615
58	204	4.8940398842
58	205	2.1877534763
58	206	6.4450871504
58	207	6.3305142989
58	208	5.6509465094
58	209	2.5071669121
58	210	5.8211256796
58	211	5.6121941282
58	212	3.0255040676
58	213	6.0453248397
58	214	4.8778863456
58	215	5.5204134269
58	216	2.7470564618
59	60	2.0574000622
59	61	6.7181040001
59	62	6.7463919291
59	63	2.9679963654
59	64	6.304393618
59	65	4.2744280832
59	66	3.164942978
59	67	2.1487908373
59	68	6.7390853938
59	69	2.2473790898
59	70	4.2468317334
59	71	5.0287226443
59	72	5.9188864147
59	73	4.8363610561
59	74	5.5520383406
59	75	2.9395142602
59	76	2.5407990751
59	77	3.6444914726
59	78	2.4575123151
59	79	6.6171403931
59	80	3.6962932454
59	81	3.6950114312
59	82	6.8531264532
59	83	2.8977715233
59	84	6.5260070239
59	85	6.3598452487
59	86	3.983818315
59	87	3.4550896252
59	88	3.2596404954
59	89	3.7465284987
59	90	6.9754363531
59	91	5.8930084924
59	92	3.1467422737
59	93	2.8590576452
59	94	5.6744299176
59	95	3.3694980211
59	96	2.7222595302
59	97	4.326991941
59	98	2.670522957
59	99	5.6237064626
59	100	4.4060587876
59	101	2.822445285
59	102	6.2763955864
59	103	6.5006663792
59	104	3.5584743263
59	105	4.8005122965
59	106	6.4752496432
59	107	6.9483816279
59	108	3.2706253078
59	109	6.2046731311
59	110	3.6014750123
59	111	3.3254859444
59	112	5.6685736774
59	113	5.7981530483
59	114	2.4182623049
59	115	6.885237189
59	116	3.6145118427
59	117	5.7160012656
59	118	2.9856542088
59	119	4.0046667834
59	120	5.4657082257
59	121	2.8641496747
59	122	5.6235627898
59	123	6.9795787339
59	124	6.5005618685
59	125	6.4841163091
59	126	2.9396151388
59	127	6.9071124801
59	128	3.8134065516
59	129	3.3960619813
59	130	6.4426815326
59	131	5.0707492181
59	132	3.0936749638
59	133	5.1463016817
59	134	5.9341445123
59	135	3.654874597
59	136	2.0047512981
59	137	2.0623555132
59	138	2.145508058
59	139	3.3361721702
59	140	3.2773226976
59	141	6.8388290568
59	142	3.5074322054
59	143	5.4016667229
59	144	5.7646538712
59	145	2.130399149
59	146	2.8257782254
59	147	3.847330044
59	148	3.4271727095
59	149	5.0407289476
59	150	3.7438826928
59	151	2.0221570465
59	152	6.5762041023
59	153	6.4087961569
59	154	5.1507912759
59	155	6.1074471707
59	156	4.0917431508
59	157	5.0817797236
59	158	5.0039833873
59	159	6.7275636064
59	160	6.1266569817
59	161	4.6687835705
59	162	2.1967997896
59	163	4.1461323193
59	164	5.4926125144
59	165	6.47872614
59	166	5.7051536835
59	167	3.9968361417
59	168	2.5231305075
59	169	6.2562353049
59	170	5.1231107275
59	171	3.9641644587
59	172	6.270718272
59	173	3.9471498402
59	174	5.142578885
59	175	5.850129316
59	176	3.7547379978
59	177	3.6151956127
59	178	6.9790894519
59	179	6.7043855696
59	180	5.0183637925
59	181	2.5455994073
59	182	5.2654492502
59	183	2.9447784354
59	184	4.4527437717
59	185	4.6509740891
59	186	3.2852897641
59	187	3.2654875481
59	188	2.006370882
59	189	2.4290737819
59	190	4.8012041016
59	191	4.2674801095
59	192	4.5479015487
59	193	3.2527238886
59	194	4.2081902843
59	195	3.2552556634
59	196	5.5273715614
59	197	2.2473714087
59	198	3.2892425183
59	199	3.4153579792
59	200	5.8169574709
59	201	6.0557055706
59	202	3.7175164431
59	203	4.7096301004
59	204	6.0993379751
59	205	3.389523566
59	206	6.1050500139
59	207	3.6018717371
59	208	4.0364715588
59	209	2.4507598004
59	210	5.1139689303
59	211	4.6881772735
59	212	5.4174757956
59	213	4.1454065885
59	214	2.2523576609
59	215	3.0658274573
59	216	6.5232349632
60	61	2.5050100831
60	62	4.5135394384
60	63	2.3530335032
60	64	4.7966531938
60	65	5.0726089785
60	66	2.5298432128
60	67	5.3093126786
60	68	6.2469256857
60	69	6.2617725158
60	70	2.9882448991
60	71	6.7881819493
60	72	5.08212815
60	73	6.397227056
60	74	5.9081623959
60	75	5.6654452764
60	76	2.1112000878
60	77	2.1096621482
60	78	6.2303107838
60	79	4.22912985
60	80	4.4934085563
60	81	3.5873235681
60	82	6.7534059592
60	83	4.450379905
60	84	2.1352192555
60	85	3.8822634974
60	86	4.1519062888
60	87	4.8019341723
60	88	6.3588857047
60	89	4.1876300998
60	90	3.7971753617
60	91	3.2953912519
60	92	5.6008724424
60	93	3.095473052
60	94	3.1397226952
60	95	2.5476546756
60	96	6.2365572971
60	97	4.8550555524
60	98	6.0004365584
60	99	5.7791333342
60	100	4.1111003506
60	101	4.0866073771
60	102	4.7488377657
60	103	6.2599544089
60	104	3.4539472346
60	105	6.0607859446
60	106	4.0535266688
60	107	6.9991580658
60	108	2.275258897
60	109	2.7985541601
60	110	3.661618213
60	111	3.8732134611
60	112	2.6751153924
60	113	4.7805543261
60	114	3.9357788898
60	115	2.0974735432
60	116	2.4088548619
60	117	2.0120436051
60	118	6.2516518753
60	119	3.1423632228
60	120	5.950205049
60	121	4.5977697818
60	122	4.5844921463
60	123	3.4250575851
60	124	3.9808959714
60	125	6.6300957816
60	126	2.0581595348
60	127	2.3461681611
60	128	2.7876266915
60	129	3.41913432
60	130	3.8220636583
60	131	6.6068113132
60	132	5.9049078123
60	133	6.7461347793
60	134	2.0128763705
60	135	4.0633931817
60	136	6.2969978923
60	137	6.7479999367
60	138	5.1652288573
60	139	2.5546185749
60	140	5.5734866413
60	141	5.7851977692
60	142	2.5225999237
60	143	6.2049286371
60	144	6.6387235353
60	145	6.1533201324
60	146	2.2662033729
60	147	6.5378779106
60	148	6.1447244185
60	149	4.5206593832
60	150	3.5719230736
60	151	2.3058536771
60	152	4.7188644152
60	153	3.73869741
60	154	6.4687916057
60	155	2.9999270975
60	156	3.8149563655
60	157	5.8209438086
60	158	5.7061115698
60	159	5.3262757903
60	160	3.665217053
60	161	2.8459548703
60	162	4.8095892434
60	163	6.9389505572
60	164	3.3966389519
60	165	6.5403810262
60	166	3.942545996
60	167	4.4027703807
60	168	4.1468757615
60	169	3.7842105505
60	170	2.2159246128
60	171	2.2045545123
60	172	6.7161390957
60	173	3.6867707049
60	174	6.6234349253
60	175	2.662419
60	176	5.7503973761
60	177	3.9273801529
60	178	4.44377714
60	179	6.8200640245
60	180	5.8537701889
60	181	3.3738443965
60	182	5.8075877115
60	183	4.2784748381
60	184	5.7839705422
60	185	2.9179623383
60	186	5.8992659091
60	187	4.6712403599
60	188	3.9933626181
60	189	4.7523667658
60	190	4.5464739034
60	191	6.6828477316
60	192	2.5697548951
60	193	3.9055531625
60	194	4.4874372256
60	195	6.5920342205
60	196	4.1728919829
60	197	3.4322536399
60	198	6.4070101108
60	199	5.2894258612
60	200	5.9881237452
60	201	5.9666159213
60	202	5.2804449058
60	203	3.7085659535
60	204	3.6062029179
60	205	6.7931464458
60	206	3.4074510017
60	207	6.96030882
60	208	2.8046345137
60	209	5.0185671537
60	210	3.4742792544
60	211	2.5589048264
60	212	2.2166122455
60	213	2.7321593728
60	214	2.3207667825
60	215	6.2430867251
60	216	5.415089505
61	62	4.7571019729
61	63	3.2272292148
61	64	5.4127864653
61	65	2.9770301478
61	66	6.6626848749
61	67	3.3491881273
61	68	4.7206457442
61	69	4.929230527
61	70	4.5894254854
61	71	5.9048336418
61	72	5.9080135193
61	73	6.282247461
61	74	5.0479192701
61	75	4.2807623224
61	76	3.8893974609
61	77	3.6689603527
61	78	6.8319193324
61	79	2.7158759612
61	80	4.5927033567
61	81	4.8022609408
61	82	5.1430069488
61	83	4.5420639559
61	84	2.5074874407
61	85	6.1068113079
61	86	6.7778382594
61	87	4.0901145493
61	88	2.9148968504
61	89	6.5803087599
61	90	3.1985682469
61	91	6.6013104145
61	92	6.4209683661
61	93	6.4401637625
61	94	6.5008553399
61	95	4.5196824258
61	96	2.100436362
61	97	6.1804176402
61	98	3.3246889605
61	99	5.3806974992
61	100	4.2604290104
61	101	4.1201473228
61	102	3.5096888442
61	103	6.5864686275
61	104	2.8391271559
61	105	3.7010172138
61	106	3.3041440869
61	107	2.4919129473
61	108	3.5454193095
61	109	3.6968325743
61	110	2.3433793575
61	111	3.6035935733
61	112	4.4090842076
61	113	2.0370820938
61	114	6.4655294993
61	115	6.0103011248
61	116	6.9334313045
61	117	3.6130099686
61	118	5.1876826208
61	119	4.3555004538
61	120	5.6614521098
61	121	4.9847076479
61	122	4.1498877775
61	123	3.8512750309
61	124	3.4013785084
61	125	2.7715384759
61	126	3.3010889112
61	127	4.1690645079
61	128	4.6873552905
61	129	5.4140387193
61	130	3.3949828206
61	131	4.3863702721
61	132	3.8740020748
61	133	3.2607990188
61	134	3.9736145353
61	135	5.3919919158
61	136	2.7823712452
61	137	3.6305609381
61	138	2.1285559219
61	139	5.4856515091
61	140	6.6841682399
61	141	3.8763792384
61	142	2.3827351217
61	143	4.2599162195
61	144	6.4886335565
61	145	2.1151266811
61	146	6.0623599752
61	147	5.4568520931
61	148	5.7262455391
61	149	5.3938236457
61	150	3.3966490544
61	151	4.3033333161
61	152	5.0172320469
61	153	3.5910909891
61	154	6.8004872048
61	155	2.9521373505
61	156	5.6880274833
61	157	2.1377159893
61	158	6.7680656634
61	159	3.9681692878
61	160	5.7847719056
61	161	2.7788076931
61	162	6.1213606457
61	163	3.3169541123
61	164	2.0131707289
61	165	4.4526548094
61	166	3.476822431
61	167	2.686608197
61	168	3.8309307084
61	169	5.1921649273
61	170	4.8645853968
61	171	4.2099207236
61	172	5.8113457751
61	173	2.5027155092
61	174	5.3529869785
61	175	2.0013397005
61	176	6.5389395601
61	177	2.6835975198
61	178	5.5312544664
61	179	3.0117685287
61	180	3.79248144
61	181	3.3960763656
61	182	4.9364633364
61	183	6.1111756811
61	184	3.6664900638
61	185	2.970457362
61	186	4.237774789
61	187	4.6322084375
61	188	4.6314098843
61	189	6.0196734057
61	190	5.2829776235
61	191	4.5769511203
61	192	2.0279678567
61	193	4.1992372336
61	194	4.8576944595
61	195	5.733243951
61	196	3.231615353
61	197	2.4519517536
61	198	3.8039424935
61	199	5.7736294296
61	200	5.6937727028
61	201	6.8579768324
61	202	3.3709209284
61	203	2.2979877476
61	204	5.3127455801
61	205	3.8079109987
61	206	2.2824240924
61	207	2.7551661906
61	208	4.5417620933
61	209	6.4464131302
61	210	5.9473340516
61	211	2.6705373692
61	212	5.2152424558
61	213	3.6518081895
61	214	2.3847187503
61	215	4.6644699893
61	216	5.1004513279
62	63	2.6924491519
62	64	5.0059212716
62	65	2.3340709048
62	66	3.0734927659
62	67	3.505397354
62	68	4.1144325249
62	69	2.3941144773
62	70	5.8794068498
62	71	5.0312255132
62	72	5.6865459865
62	73	5.5714527585
62	74	4.2201088011
62	75	6.9365890841
62	76	6.5884930038
62	77	3.3933532063
62	78	4.925898036
62	79	5.5073709062
62	80	5.1139379149
62	81	5.2562142742
62	82	2.6585698531
62	83	3.8474995074
62	84	5.0055823587
62	85	4.726128701
62	86	2.8053547287
62	87	2.3771824648
62	88	6.1863410497
62	89	5.8219179184
62	90	6.1314838194
62	91	4.3592156206
62	92	5.1337607713
62	93	4.9812383037
62	94	6.4181881889
62	95	3.6877365982
62	96	3.3842626644
62	97	4.4799711665
62	98	2.3190601479
62	99	3.9735659179
62	100	4.3748896422
62	101	5.6700136907
62	102	4.9738836796
62	103	4.6129853877
62	104	5.568509423
62	105	4.2824673784
62	106	4.1358065713
62	107	6.1084141583
62	108	5.5146099718
62	109	6.6078136701
62	110	6.159765469
62	111	6.3605660062
62	112	6.8238274687
62	113	6.320505154
62	114	2.3179701815
62	115	4.8608219362
62	116	2.2694958147
62	117	2.9141149423
62	118	4.4556305713
62	119	3.2830134138
62	120	2.6151050751
62	121	6.0765640857
62	122	6.2955789549
62	123	3.9781794525
62	124	4.1857761439
62	125	4.9194399449
62	126	5.2882208462
62	127	4.0980666727
62	128	3.8926897514
62	129	4.9323621923
62	130	4.8639928987
62	131	6.5353305128
62	132	4.3313256108
62	133	4.052133543
62	134	6.7045828191
62	135	3.3133147249
62	136	2.4246620626
62	137	6.8432656377
62	138	6.6169734698
62	139	6.0887019756
62	140	5.8435555547
62	141	3.8332441346
62	142	2.5623566339
62	143	4.2579323348
62	144	4.3546663846
62	145	4.9545153016
62	146	5.5816691553
62	147	3.8440358396
62	148	6.9676089012
62	149	4.9440340553
62	150	6.6465301139
62	151	6.1551022949
62	152	4.5397364714
62	153	6.1173128058
62	154	4.7351388627
62	155	5.9372917609
62	156	3.701841106
62	157	6.6541174337
62	158	5.6060708848
62	159	5.6910616647
62	160	6.4231040005
62	161	4.176384552
62	162	6.1721231044
62	163	4.7452416428
62	164	6.5438079115
62	165	6.7871292079
62	166	6.8772157449
62	167	3.1837623786
62	168	5.1072924301
62	169	6.4749035661
62	170	3.6913027115
62	171	3.1875969782
62	172	3.7795090572
62	173	4.8252244195
62	174	2.8976289192
62	175	3.5886247119
62	176	6.3915642516
62	177	6.7883215127
62	178	5.2139295238
62	179	6.6861948514
62	180	2.2509404348
62	181	5.0334510692
62	182	5.6198122677
62	183	4.2241563314
62	184	2.5182954019
62	185	2.5553760638
62	186	3.2610033603
62	187	4.2485038579
62	188	4.7221939376
62	189	3.6843693735
62	190	2.9441250567
62	191	4.771775023
62	192	3.7722696982
62	193	6.8049296764
62	194	5.8381868642
62	195	2.9973157225
62	196	4.9940897031
62	197	4.8637746618
62	198	6.9773576995
62	199	2.5538485598
62	200	2.3928417086
62	201	6.9354406655
62	202	5.0491721062
62	203	5.9019272727
62	204	4.223977422
62	205	3.9741569119
62	206	4.6203793276
62	207	3.7634823019
62	208	6.9919569772
62	209	5.403764981
62	210	2.4802078919
62	211	2.6309051768
62	212	6.1534091808
62	213	2.6584304481
62	214	6.6029718731
62	215	4.5467778847
62	216	4.3236147325
63	64	6.632888364
63	65	2.2134467593
63	66	3.6261457822
63	67	4.1468521711
63	68	3.5804233642
63	69	2.5215897274
63	70	2.1052080258
63	71	5.5807643219
63	72	5.3001760199
63	73	3.0328964871
63	74	5.3375072495
63	75	5.2477193434
63	76	6.3620124549
63	77	2.1822730411
63	78	5.1412785352
63	79	6.5731525703
63	80	5.4180565753
63	81	2.2369272268
63	82	6.4498484649
63	83	4.937746685
63	84	2.4047282228
63	85	4.0641630641
63	86	6.7633104258
63	87	4.1224730798
63	88	3.6887294393
63	89	3.929006007
63	90	5.3314980629
63	91	6.7203163103
63	92	5.4193596213
63	93	2.4471832423
63	94	6.6001935073
63	95	6.2987473282
63	96	4.8521259398
63	97	6.9097277922
63	98	6.4928010597
63	99	6.4533219582
63	100	5.6859433882
63	101	6.058723107
63	102	6.5158461642
63	103	6.2968080399
63	104	6.5834706279
63	105	5.1454143199
63	106	2.1859044168
63	107	2.4487734127
63	108	3.8061889647
63	109	3.3007192692
63	110	5.8811397454
63	111	3.2648714363
63	112	4.8798649939
63	113	2.7502829497
63	114	6.2600603445
63	115	6.5137689074
63	116	6.3931529948
63	117	2.0840404653
63	118	3.8939879941
63	119	2.2537104931
63	120	3.5492359998
63	121	3.7086138445
63	122	6.0816962691
63	123	5.5671075846
63	124	3.3382107608
63	125	4.8139925668
63	126	5.0217551291
63	127	5.347602402
63	128	6.1673418084
63	129	4.3941381915
63	130	3.2832376087
63	131	3.7691587618
63	132	5.1391578927
63	133	3.7068672025
63	134	2.7529891984
63	135	4.3549025563
63	136	3.3458648121
63	137	5.326029509
63	138	4.7364767053
63	139	2.4755777309
63	140	3.7314631779
63	141	4.8863906036
63	142	6.6172443613
63	143	5.2892574199
63	144	5.4025548554
63	145	5.6259470222
63	146	3.8333247359
63	147	2.7335671367
63	148	6.9137243861
63	149	4.94380739
63	150	4.2660435211
63	151	5.7718719588
63	152	6.0605044198
63	153	6.2326893374
63	154	5.4643368719
63	155	5.4945264591
63	156	3.1595188855
63	157	5.391117844
63	158	2.8658738718
63	159	3.7564044365
63	160	4.9156893785
63	161	4.9613543106
63	162	2.9573722193
63	163	6.9806404277
63	164	5.610879103
63	165	4.6531393792
63	166	5.3627696724
63	167	3.0366115538
63	168	5.0428633993
63	169	6.6751761342
63	170	2.6680870571
63	171	6.2480258524
63	172	6.9796084501
63	173	4.8869550642
63	174	2.6955055849
63	175	2.7277082306
63	176	5.4316671819
63	177	5.8819130621
63	178	2.8301364076
63	179	6.658616064
63	180	4.9780409406
63	181	5.6994574283
63	182	3.0907920897
63	183	5.7487259571
63	184	4.4522021401
63	185	6.3626983926
63	186	4.4461237492
63	187	4.622981252
63	188	3.7689944253
63	189	4.9986419845
63	190	4.6982267679
63	191	5.7571272062
63	192	4.9789627334
63	193	5.5801101679
63	194	2.6565285174
63	195	6.9564805371
63	196	3.149677523
63	197	5.9216741076
63	198	2.8846651487
63	199	5.9005016251
63	200	6.1435258017
63	201	4.016311666
63	202	5.51694995
63	203	5.5437366313
63	204	5.0116788335
63	205	4.4872448819
63	206	6.8777563637
63	207	4.1784487121
63	208	4.0035019037
63	209	5.4995441178
63	210	2.7366254743
63	211	6.1324219173
63	212	5.7042506801
63	213	2.3558757228
63	214	6.0370706022
63	215	2.9592314302
63	216	3.1609762866
64	65	6.0692056315
64	66	3.1732393672
64	67	6.8792660469
64	68	6.529063273
64	69	6.0214171279
64	70	3.8963719098
64	71	3.3329090161
64	72	5.1219146252
64	73	2.2576937807
64	74	6.6948096644
64	75	6.2362856768
64	76	6.1880783365
64	77	3.2525972637
64	78	3.2613914168
64	79	6.8812522343
64	80	3.3029382151
64	81	5.2707274022
64	82	6.5082563416
64	83	2.6720266564
64	84	6.2052988099
64	85	5.7839778949
64	86	3.4769398288
64	87	3.6000860401
64	88	2.8970335107
64	89	4.8979731132
64	90	6.8570712678
64	91	4.435826488
64	92	5.3239917612
64	93	2.982058214
64	94	5.1532269871
64	95	5.573287003
64	96	3.6322636495
64	97	6.0884259781
64	98	3.5284220113
64	99	2.2514777194
64	100	6.6961374766
64	101	3.6808176794
64	102	5.5067652834
64	103	4.269317269
64	104	6.8257434833
64	105	5.1599207586
64	106	4.0482754112
64	107	5.9489002335
64	108	6.5297484424
64	109	3.0970276297
64	110	2.7316938023
64	111	5.8186458237
64	112	6.6947351632
64	113	4.0747398432
64	114	6.6944613148
64	115	5.3618660287
64	116	2.0721176295
64	117	4.6848194737
64	118	3.6197513866
64	119	4.0328152236
64	120	6.1495224597
64	121	6.1257736362
64	122	6.2227081904
64	123	3.0058710962
64	124	4.4322100065
64	125	4.0442926428
64	126	4.0365919206
64	127	5.650994561
64	128	3.7947468519
64	129	4.275693718
64	130	3.4823394881
64	131	5.3717204693
64	132	6.2153348188
64	133	4.6076072583
64	134	5.5412907175
64	135	3.0159341996
64	136	5.3029644672
64	137	5.7205636914
64	138	2.2296898888
64	139	6.1671067496
64	140	3.0633305558
64	141	2.0509076612
64	142	3.4568094497
64	143	4.5939515129
64	144	2.5495991793
64	145	6.0859946162
64	146	6.6129843172
64	147	3.339561402
64	148	5.0485100965
64	149	2.9397268719
64	150	2.7509284377
64	151	6.7502834582
64	152	4.2391865902
64	153	2.8506463984
64	154	4.0012952443
64	155	6.3473612165
64	156	5.2840030237
64	157	2.7045764223
64	158	6.482493079
64	159	4.3159751633
64	160	3.4567728883
64	161	2.2577819327
64	162	6.0340898321
64	163	3.8806020109
64	164	4.9283425808
64	165	3.7131602632
64	166	2.2373943153
64	167	5.9299470437
64	168	6.9753112695
64	169	2.1723157359
