a	d	CA	CB	CC	CD	CE	CW
S1AN0011	07_08_2007	210129.46365	-135107.143	135107.143	315734.74608	-524035.714	2272100
S1AN0011	08_08_2007	210129.46365	-135107.143	135107.143	315734.74608	-67935.714	1816000
S1AN0011	09_08_2007	210129.46365	-135107.143	135107.143	315734.74608	-648935.714	2397000
S1AN0011	10_08_2007	36875.71423	-135107.143	135107.143	344946.22856	8564.286	1739500
S1AN0011	11_08_2007	797312.24244	-135107.143	135107.143	523839.77767	-577035.714	2325100
S1AN0011	12_08_2007	-60824.28635	-135107.143	135107.143	549995.41172	-102235.714	1850300
S1AN0011	13_08_2007	-212864.286	-135107.143	135107.143	372567.6968	-632635.714	2380700
S1AN0011	14_08_2007	-212864.286	-135107.143	135107.143	372567.6968	193264.286	1554800
S1AN0011	15_08_2007	-212864.286	-135107.143	135107.143	372567.6968	419564.286	1328500
S1AN0011	16_08_2007	-212864.286	-135107.143	135107.143	372567.6968	-89835.714	1837900
S1AN0011	17_08_2007	-212864.286	-135107.143	135107.143	372567.6968	224764.286	1523300
S1AN0011	18_08_2007	441175.71421	-135107.143	135107.143	565786.09446	-6735.714	1754800
S1AN0011	19_08_2007	-60824.28635	-135107.143	135107.143	549995.41172	435964.286	1312100
S1AN0011	20_08_2007	-212864.286	-135107.143	135107.143	372567.6968	478864.286	1269200
S1AN0011	21_08_2007	-212864.286	-135107.143	135107.143	372567.6968	-147335.714	1895400
S1AN0011	22_08_2007	-212864.286	-135107.143	135107.143	372567.6968	310364.286	1437700
S1AN0011	23_08_2007	-212864.286	-135107.143	135107.143	372567.6968	12564.286	1735500
S1AN0011	24_08_2007	-212864.286	-135107.143	135107.143	372567.6968	179164.286	1568900
S1AN0011	25_08_2007	441175.71421	-135107.143	135107.143	565786.09446	-70035.714	1818100
S1AN0011	26_08_2007	-60824.28635	-135107.143	135107.143	549995.41172	170664.286	1577400
S1AN0011	27_08_2007	-212864.286	-135107.143	135107.143	372567.6968	76864.286	1671200
S1AN0011	28_08_2007	42094.537588	-135107.143	135107.143	447782.84931	163464.286	1584600
S1AN0011	29_08_2007	42094.537588	-135107.143	135107.143	447782.84931	195864.286	1552200
S1AN0011	30_08_2007	42094.537588	-135107.143	135107.143	447782.84931	79864.286	1668200
S1AN0011	31_08_2007	42094.537588	-135107.143	135107.143	447782.84931	-305535.714	2053600
S1AN0011	01_09_2007	1781843.2267	-140328.572	140328.572	639060.22382	-1623978.571	3382100
S1AN0011	02_09_2007	970117.57815	-140328.572	140328.572	621224.51286	-956678.571	2714800
S1AN0011	03_09_2007	724271.42834	-140328.572	140328.572	420818.39415	-906778.571	2664900
S1AN0011	04_09_2007	277578.57062	-140328.572	140328.572	590798.53483	-509978.571	2268100
S1AN0011	05_09_2007	277578.57062	-140328.572	140328.572	590798.53483	98321.429	1659800
S1AN0011	06_09_2007	277578.57062	-140328.572	140328.572	590798.53483	60921.429	1697200
S1AN0011	07_09_2007	200072.32065	-140328.572	140328.572	315734.74608	-69678.571	1827800
S1AN0011	08_09_2007	1034320.002	-140328.572	140328.572	479478.84478	-149778.571	1907900
S1AN0011	09_09_2007	394003.91068	-140328.572	140328.572	466096.9353	-359578.571	2117700
S1AN0011	10_09_2007	344609.59587	-140328.572	140328.572	348795.00335	-257878.571	2016000
S1AN0011	11_09_2007	344609.59587	-140328.572	140328.572	348795.00335	-462678.571	2220800
S1AN0011	12_09_2007	50405.843054	-140328.572	140328.572	376724.66111	-282478.571	2040600
S1AN0011	13_09_2007	50405.843054	-140328.572	140328.572	376724.66111	-263978.571	2022100
S1AN0011	14_09_2007	50405.843054	-140328.572	140328.572	376724.66111	-318978.571	2077100
S1AN0011	15_09_2007	820891.23733	-140328.572	140328.572	572098.91393	183821.429	1574300
S1AN0011	16_09_2007	229515.07033	-140328.572	140328.572	556132.04493	340721.429	1417400
S1AN0011	17_09_2007	50405.843054	-140328.572	140328.572	376724.66111	-563478.571	2321600
S1AN0011	18_09_2007	50405.843054	-140328.572	140328.572	376724.66111	429721.429	1328400
S1AN0011	19_09_2007	50405.843054	-140328.572	140328.572	376724.66111	150021.429	1608100
S1AN0011	20_09_2007	50405.843054	-140328.572	140328.572	376724.66111	490721.429	1267400
S1AN0011	21_09_2007	-222921.429	-140328.572	140328.572	372567.6968	174821.429	1583300
S1AN0011	22_09_2007	431118.57121	-140328.572	140328.572	565786.09446	-191278.571	1949400
S1AN0011	23_09_2007	-70881.42935	-140328.572	140328.572	549995.41172	382121.429	1376000
S1AN0011	24_09_2007	-222921.429	-140328.572	140328.572	372567.6968	409721.429	1348400
S1AN0011	25_09_2007	327824.02549	-140328.572	140328.572	409876.2016	270421.429	1487700
S1AN0011	26_09_2007	327824.02549	-140328.572	140328.572	409876.2016	239421.429	1518700
S1AN0011	27_09_2007	1256476.8813	-140328.572	140328.572	368239.86012	262321.429	1495800
S1AN0011	28_09_2007	1757127.2453	-140328.572	140328.572	442581.29519	-294978.571	2053100
S1AN0011	29_09_2007	3254725.7626	-140328.572	140328.572	672109.64518	-698278.571	2456400
S1AN0011	30_09_2007	2105263.2584	-140328.572	140328.572	653351.54862	-332978.571	2091100
S1AN0011	01_10_2007	3133226.7399	-130335.714	130335.714	415930.0657	-651771.429	2393100
S1AN0011	02_10_2007	3133226.7399	-130335.714	130335.714	415930.0657	-762371.429	2503700
S1AN0011	03_10_2007	3133226.7399	-130335.714	130335.714	415930.0657	-564471.429	2305800
S1AN0011	04_10_2007	2256077.4864	-130335.714	130335.714	583935.67587	-787171.429	2528500
S1AN0011	05_10_2007	2256077.4864	-130335.714	130335.714	583935.67587	-370171.429	2111500
S1AN0011	06_10_2007	2454026.211	-130335.714	130335.714	806054.81402	-859571.429	2600900
S1AN0011	07_10_2007	1368912.5901	-130335.714	130335.714	418749.5385	-124071.429	1865400
S1AN0011	08_10_2007	216865.17865	-130335.714	130335.714	315734.74608	55428.571	1685900
S1AN0011	09_10_2007	643993.8131	-130335.714	130335.714	355349.53855	-272571.429	2013900
S1AN0011	10_10_2007	432949.29985	-130335.714	130335.714	388226.14446	-979871.429	2721200
S1AN0011	11_10_2007	432949.29985	-130335.714	130335.714	388226.14446	167128.571	1574200
S1AN0011	12_10_2007	128735.06527	-130335.714	130335.714	419313.23928	-86971.429	1828300
S1AN0011	13_10_2007	925436.74648	-130335.714	130335.714	636774.47629	-585871.429	2327200
S1AN0011	14_10_2007	313938.60531	-130335.714	130335.714	619002.5589	-19171.429	1760500
S1AN0011	15_10_2007	128735.06527	-130335.714	130335.714	419313.23928	355628.571	1385700
S1AN0011	16_10_2007	128735.06527	-130335.714	130335.714	419313.23928	-227371.429	1968700
S1AN0011	17_10_2007	128735.06527	-130335.714	130335.714	419313.23928	149928.571	1591400
S1AN0011	18_10_2007	128735.06527	-130335.714	130335.714	419313.23928	-360271.429	2101600
S1AN0011	19_10_2007	128735.06527	-130335.714	130335.714	419313.23928	443328.571	1298000
S1AN0011	20_10_2007	447911.42921	-130335.714	130335.714	565786.09446	-372971.429	2114300
S1AN0011	21_10_2007	-54088.57135	-130335.714	130335.714	549995.41172	-759671.429	2501000
S1AN0011	22_10_2007	-206128.571	-130335.714	130335.714	372567.6968	-315671.429	2057000
S1AN0011	23_10_2007	-206128.571	-130335.714	130335.714	372567.6968	315028.571	1426300
S1AN0011	24_10_2007	-206128.571	-130335.714	130335.714	372567.6968	371428.571	1369900
S1AN0011	25_10_2007	-206128.571	-130335.714	130335.714	372567.6968	282828.571	1458500
S1AN0011	26_10_2007	-206128.571	-130335.714	130335.714	372567.6968	135728.571	1605600
S1AN0011	27_10_2007	447911.42921	-130335.714	130335.714	565786.09446	-270471.429	2011800
S1AN0011	28_10_2007	226120.34309	-130335.714	130335.714	661030.23607	-376571.429	2117900
S1AN0011	29_10_2007	48830.252588	-130335.714	130335.714	447782.84931	-94171.429	1835500
S1AN0011	30_10_2007	48830.252588	-130335.714	130335.714	447782.84931	-123071.429	1864400
S1AN0011	31_10_2007	48830.252588	-130335.714	130335.714	447782.84931	-621171.429	2362500
S1AN0011	01_11_2007	741064.28634	-130335.714	130335.714	420818.39415	-1467371.429	3208700
S1AN0011	02_11_2007	741064.28634	-130335.714	130335.714	420818.39415	-896771.429	2638100
S1AN0011	03_11_2007	1798636.0847	-130335.714	130335.714	639060.22382	-1789971.429	3531300
S1AN0011	04_11_2007	1884651.1723	-130335.714	130335.714	1732347.4605	-1073771.429	2815100
S1AN0011	05_11_2007	1557908.1132	-130335.714	130335.714	1173494.7049	-1320671.429	3062000
S1AN0011	06_11_2007	3085303.56	-130335.714	130335.714	2430994.5177	-1938371.429	3679700
S1AN0011	07_11_2007	2901536.7198	-130335.714	130335.714	1299172.8847	-1463671.429	3205000
S1AN0011	08_11_2007	2901536.7198	-130335.714	130335.714	1299172.8847	-1561271.429	3302600
S1AN0011	09_11_2007	2901536.7198	-130335.714	130335.714	1299172.8847	-459671.429	2201000
S1AN0011	10_11_2007	4293743.4631	-130335.714	130335.714	2155475.2637	-399171.429	2140500
S1AN0011	11_11_2007	2909881.4087	-130335.714	130335.714	2095317.5002	-15171.429	1756500
S1AN0011	12_11_2007	1898621.1508	-130335.714	130335.714	1533026.8696	32028.571	1709300
S1AN0011	13_11_2007	1898621.1508	-130335.714	130335.714	1533026.8696	-52471.429	1793800
S1AN0011	14_11_2007	1898621.1508	-130335.714	130335.714	1533026.8696	37928.571	1703400
S1AN0011	15_11_2007	504598.70149	-130335.714	130335.714	771805.80754	198428.571	1542900
S1AN0011	16_11_2007	504598.70149	-130335.714	130335.714	771805.80754	70828.571	1670500
S1AN0011	17_11_2007	447911.42921	-130335.714	130335.714	565786.09446	-519171.429	2260500
S1AN0011	18_11_2007	-54088.57135	-130335.714	130335.714	549995.41172	199928.571	1541400
S1AN0011	19_11_2007	-206128.571	-130335.714	130335.714	372567.6968	-31571.429	1772900
S1AN0011	20_11_2007	-206128.571	-130335.714	130335.714	372567.6968	157728.571	1583600
S1AN0011	21_11_2007	-206128.571	-130335.714	130335.714	372567.6968	102928.571	1638400
S1AN0011	22_11_2007	-206128.571	-130335.714	130335.714	372567.6968	232828.571	1508500
S1AN0011	23_11_2007	-206128.571	-130335.714	130335.714	372567.6968	173528.571	1567800
S1AN0011	24_11_2007	447911.42921	-130335.714	130335.714	565786.09446	-51771.429	1793100
S1AN0011	25_11_2007	-54088.57135	-130335.714	130335.714	549995.41172	-150171.429	1891500
S1AN0011	26_11_2007	-206128.571	-130335.714	130335.714	372567.6968	112228.571	1629100
S1AN0011	27_11_2007	-206128.571	-130335.714	130335.714	372567.6968	-113371.429	1854700
S1AN0011	28_11_2007	48830.252588	-130335.714	130335.714	447782.84931	132628.571	1608700
S1AN0011	29_11_2007	48830.252588	-130335.714	130335.714	447782.84931	-55071.429	1796400
S1AN0011	30_11_2007	48830.252588	-130335.714	130335.714	447782.84931	-1039771.429	2781100
S1AN0011	01_12_2007	1798636.0847	-130335.714	130335.714	639060.22382	-1224171.429	2965500
S1AN0011	02_12_2007	986910.43615	-130335.714	130335.714	621224.51286	-807371.429	2548700
S1AN0011	03_12_2007	741064.28634	-130335.714	130335.714	420818.39415	-769171.429	2510500
S1AN0011	04_12_2007	294371.42862	-130335.714	130335.714	590798.53483	-454071.429	2195400
S1AN0011	05_12_2007	294371.42862	-130335.714	130335.714	590798.53483	-985871.429	2727200
S1AN0011	06_12_2007	294371.42862	-130335.714	130335.714	590798.53483	-1578271.429	3319600
S1AN0011	07_12_2007	216865.17865	-130335.714	130335.714	315734.74608	-801071.429	2542400
S1AN0011	08_12_2007	1051112.86	-130335.714	130335.714	479478.84478	-796271.429	2537600
S1AN0011	09_12_2007	410796.76868	-130335.714	130335.714	466096.9353	-127171.429	1868500
S1AN0011	10_12_2007	43611.42923	-130335.714	130335.714	344946.22856	-312571.429	2053900
S1AN0011	11_12_2007	43611.42923	-130335.714	130335.714	344946.22856	-265471.429	2006800
S1AN0011	12_12_2007	-206128.571	-130335.714	130335.714	372567.6968	117628.571	1623700
S1AN0011	13_12_2007	-206128.571	-130335.714	130335.714	372567.6968	251128.571	1490200
S1AN0011	14_12_2007	-206128.571	-130335.714	130335.714	372567.6968	-201371.429	1942700
S1AN0011	15_12_2007	447911.42921	-130335.714	130335.714	565786.09446	-47271.429	1788600
S1AN0011	16_12_2007	-54088.57135	-130335.714	130335.714	549995.41172	522128.571	1219200
S1AN0011	17_12_2007	-206128.571	-130335.714	130335.714	372567.6968	-49471.429	1790800
S1AN0011	18_12_2007	-206128.571	-130335.714	130335.714	372567.6968	323828.571	1417500
S1AN0011	19_12_2007	-206128.571	-130335.714	130335.714	372567.6968	-57071.429	1798400
S1AN0011	20_12_2007	-206128.571	-130335.714	130335.714	372567.6968	68128.571	1673200
S1AN0011	21_12_2007	-206128.571	-130335.714	130335.714	372567.6968	227728.571	1513600
S1AN0011	22_12_2007	447911.42921	-130335.714	130335.714	565786.09446	-81671.429	1823000
S1AN0011	23_12_2007	-54088.57135	-130335.714	130335.714	549995.41172	319528.571	1421800
S1AN0011	24_12_2007	-206128.571	-130335.714	130335.714	372567.6968	328628.571	1412700
S1AN0011	25_12_2007	-206128.571	-130335.714	130335.714	372567.6968	18528.571	1722800
S1AN0011	26_12_2007	-206128.571	-130335.714	130335.714	372567.6968	623928.571	1117400
S1AN0011	27_12_2007	-206128.571	-130335.714	130335.714	372567.6968	-115971.429	1857300
S1AN0011	28_12_2007	48830.252588	-130335.714	130335.714	447782.84931	166328.571	1575000
S1AN0011	29_12_2007	811490.15185	-130335.714	130335.714	680008.7921	-174571.429	1915900
S1AN0011	30_12_2007	226120.34309	-130335.714	130335.714	661030.23607	3428.571	1737900
S1AN0011	01_01_2008	762864.28634	-128214.285	128214.285	420818.39415	-1102971.429	2822500
S1AN0011	02_01_2008	762864.28634	-128214.285	128214.285	420818.39415	-1143771.429	2863300
S1AN0011	03_01_2008	762864.28634	-128214.285	128214.285	420818.39415	-828471.429	2548000
S1AN0011	04_01_2008	316171.42862	-128214.285	128214.285	590798.53483	-756971.429	2476500
S1AN0011	05_01_2008	1183439.0342	-128214.285	128214.285	897194.25089	-902271.429	2621800
S1AN0011	06_01_2008	517778.92424	-128214.285	128214.285	872154.20501	-644471.429	2364000
S1AN0011	07_01_2008	238665.17865	-128214.285	128214.285	315734.74608	-83871.429	1803400
S1AN0011	08_01_2008	238665.17865	-128214.285	128214.285	315734.74608	-301171.429	2020700
S1AN0011	09_01_2008	238665.17865	-128214.285	128214.285	315734.74608	-468671.429	2188200
S1AN0011	10_01_2008	65411.42923	-128214.285	128214.285	344946.22856	-378571.429	2098100
S1AN0011	11_01_2008	65411.42923	-128214.285	128214.285	344946.22856	-54971.429	1774500
S1AN0011	12_01_2008	469711.42921	-128214.285	128214.285	565786.09446	165628.571	1553900
S1AN0011	13_01_2008	-32288.57135	-128214.285	128214.285	549995.41172	207528.571	1512000
S1AN0011	14_01_2008	167362.33874	-128214.285	128214.285	432924.53661	-11371.429	1730900
S1AN0011	15_01_2008	599620.27289	-128214.285	128214.285	503059.32587	-342671.429	2062200
S1AN0011	16_01_2008	599620.27289	-128214.285	128214.285	503059.32587	-348571.429	2068100
S1AN0011	17_01_2008	599620.27289	-128214.285	128214.285	503059.32587	690028.571	1029500
S1AN0011	18_01_2008	599620.27289	-128214.285	128214.285	503059.32587	-372971.429	2092500
S1AN0011	19_01_2008	1587645.3579	-128214.285	128214.285	763952.3601	58728.571	1660800
S1AN0011	20_01_2008	829299.39577	-128214.285	128214.285	742630.9995	341528.571	1378000
S1AN0011	21_01_2008	599620.27289	-128214.285	128214.285	503059.32587	-147771.429	1867300
S1AN0011	22_01_2008	599620.27289	-128214.285	128214.285	503059.32587	-262071.429	1981600
S1AN0011	23_01_2008	599620.27289	-128214.285	128214.285	503059.32587	-640771.429	2360300
S1AN0011	24_01_2008	599620.27289	-128214.285	128214.285	503059.32587	-888071.429	2607600
S1AN0011	25_01_2008	167362.33874	-128214.285	128214.285	432924.53661	154628.571	1564900
S1AN0011	26_01_2008	469711.42921	-128214.285	128214.285	565786.09446	683228.571	1036300
S1AN0011	27_01_2008	-32288.57135	-128214.285	128214.285	549995.41172	808728.571	910800
S1AN0011	28_01_2008	70630.252588	-128214.285	128214.285	447782.84931	669328.571	1050200
S1AN0011	29_01_2008	70630.252588	-128214.285	128214.285	447782.84931	355228.571	1364300
S1AN0011	30_01_2008	70630.252588	-128214.285	128214.285	447782.84931	460828.571	1258700
S1AN0011	31_01_2008	70630.252588	-128214.285	128214.285	447782.84931	239628.571	1479900
S1AN0011	02_02_2008	1820436.0847	-128214.285	128214.285	639060.22382	-710371.429	2429900
S1AN0011	03_02_2008	1008710.4361	-128214.285	128214.285	621224.51286	282528.571	1437000
S1AN0011	04_02_2008	316171.42862	-128214.285	128214.285	590798.53483	520828.571	1198700
S1AN0011	05_02_2008	316171.42862	-128214.285	128214.285	590798.53483	453228.571	1266300
S1AN0011	06_02_2008	316171.42862	-128214.285	128214.285	590798.53483	606228.571	1113300
S1AN0011	07_02_2008	238665.17865	-128214.285	128214.285	315734.74608	205828.571	1513700
S1AN0011	08_02_2008	238665.17865	-128214.285	128214.285	315734.74608	-524771.429	2244300
S1AN0011	09_02_2008	1072912.86	-128214.285	128214.285	479478.84478	156528.571	1563000
S1AN0011	10_02_2008	242184.66855	-128214.285	128214.285	509219.78646	638128.571	1081400
S1AN0011	11_02_2008	65411.42923	-128214.285	128214.285	344946.22856	303128.571	1416400
S1AN0011	12_02_2008	-184328.571	-128214.285	128214.285	372567.6968	420228.571	1299300
S1AN0011	13_02_2008	-184328.571	-128214.285	128214.285	372567.6968	1039328.571	680200
S1AN0011	14_02_2008	-184328.571	-128214.285	128214.285	372567.6968	584828.571	1134700
S1AN0011	15_02_2008	-184328.571	-128214.285	128214.285	372567.6968	649928.571	1069600
S1AN0011	16_02_2008	469711.42921	-128214.285	128214.285	565786.09446	270828.571	1448700
S1AN0011	17_02_2008	-32288.57135	-128214.285	128214.285	549995.41172	850328.571	869200
S1AN0011	18_02_2008	-184328.571	-128214.285	128214.285	372567.6968	665828.571	1053700
S1AN0011	19_02_2008	-184328.571	-128214.285	128214.285	372567.6968	883228.571	836300
S1AN0011	20_02_2008	-184328.571	-128214.285	128214.285	372567.6968	707328.571	1012200
S1AN0011	21_02_2008	-184328.571	-128214.285	128214.285	372567.6968	358928.571	1360600
S1AN0011	22_02_2008	-184328.571	-128214.285	128214.285	372567.6968	650528.571	1069000
S1AN0011	23_02_2008	469711.42921	-128214.285	128214.285	565786.09446	579528.571	1140000
S1AN0011	24_02_2008	-32288.57135	-128214.285	128214.285	549995.41172	915128.571	804400
S1AN0011	25_02_2008	-184328.571	-128214.285	128214.285	372567.6968	563728.571	1155800
S1AN0011	26_02_2008	-184328.571	-128214.285	128214.285	372567.6968	632328.571	1087200
S1AN0011	27_02_2008	-184328.571	-128214.285	128214.285	372567.6968	1020328.571	699200
S1AN0011	28_02_2008	70630.252588	-128214.285	128214.285	447782.84931	636328.571	1083200
S1AN0011	29_02_2008	70630.252588	-128214.285	128214.285	447782.84931	437328.571	1282200
S1AN0011	01_03_2008	1941936.0847	-478478.571	478478.571	639060.22382	-823171.429	2421200
S1AN0011	02_03_2008	1130210.4361	-478478.571	478478.571	621224.51286	-15871.429	1613900
S1AN0011	03_03_2008	884364.28634	-478478.571	478478.571	420818.39415	19028.571	1579000
S1AN0011	04_03_2008	437671.42862	-478478.571	478478.571	590798.53483	152228.571	1445800
S1AN0011	05_03_2008	437671.42862	-478478.571	478478.571	590798.53483	114128.571	1483900
S1AN0011	06_03_2008	437671.42862	-478478.571	478478.571	590798.53483	374828.571	1223200
S1AN0011	07_03_2008	360165.17865	-478478.571	478478.571	315734.74608	245328.571	1352700
S1AN0011	08_03_2008	1194412.86	-478478.571	478478.571	479478.84478	-249271.429	1847300
S1AN0011	09_03_2008	554096.76868	-478478.571	478478.571	466096.9353	556928.571	1041100
S1AN0011	10_03_2008	186911.42923	-478478.571	478478.571	344946.22856	308228.571	1289800
S1AN0011	11_03_2008	186911.42923	-478478.571	478478.571	344946.22856	380728.571	1217300
S1AN0011	12_03_2008	-62828.571	-478478.571	478478.571	372567.6968	301828.571	1296200
S1AN0011	13_03_2008	-62828.571	-478478.571	478478.571	372567.6968	403828.571	1194200
S1AN0011	14_03_2008	-62828.571	-478478.571	478478.571	372567.6968	595328.571	1002700
S1AN0011	15_03_2008	-233992.7671	-478478.571	478478.571	532599.56145	410628.571	1187400
S1AN0011	16_03_2008	-951880.2377	-478478.571	478478.571	477908.80781	667728.571	930300
S1AN0011	17_03_2008	-1217162.696	-478478.571	478478.571	331235.63441	682728.571	915300
S1AN0011	18_03_2008	-1341229.633	-478478.571	478478.571	351550.00417	574928.571	1023100
S1AN0011	19_03_2008	-1341229.633	-478478.571	478478.571	351550.00417	305128.571	1292900
S1AN0011	20_03_2008	-1341229.633	-478478.571	478478.571	351550.00417	1096328.571	501700
S1AN0011	21_03_2008	-1341229.633	-478478.571	478478.571	351550.00417	892928.571	705100
S1AN0011	22_03_2008	-1231825.791	-478478.571	478478.571	533868.3562	1246328.571	351700
S1AN0011	23_03_2008	-1315797.304	-478478.571	478478.571	518968.47455	739728.571	858300
S1AN0011	24_03_2008	-1341229.633	-478478.571	478478.571	351550.00417	387228.571	1210800
S1AN0011	25_03_2008	-1341229.633	-478478.571	478478.571	351550.00417	52828.571	1545200
S1AN0011	26_03_2008	-1185873.328	-478478.571	478478.571	373455.25283	552828.571	1045200
S1AN0011	27_03_2008	-927468.2395	-478478.571	478478.571	404576.953	107528.571	1490500
S1AN0011	28_03_2008	-391013.4113	-478478.571	478478.571	475244.95008	236328.571	1361700
S1AN0011	29_03_2008	954790.15185	-478478.571	478478.571	680008.7921	69128.571	1528900
S1AN0011	30_03_2008	369420.34309	-478478.571	478478.571	661030.23607	395328.571	1202700
S1AW0054	01_07_2007	22608.882772	-347426.19	347426.19	447252.55115	-765866.667	2644900
S1AW0054	02_07_2007	743223.81126	-347426.19	347426.19	337659.54124	-200266.667	2079300
S1AW0054	03_07_2007	743223.81126	-347426.19	347426.19	337659.54124	-374166.667	2253200
S1AW0054	04_07_2007	289231.37357	-347426.19	347426.19	393428.45751	-714366.667	2593400
S1AW0054	05_07_2007	289231.37357	-347426.19	347426.19	393428.45751	38233.333	1840800
S1AW0054	06_07_2007	289231.37357	-347426.19	347426.19	393428.45751	-267766.667	2146800
S1AW0054	07_07_2007	1162805.2868	-347426.19	347426.19	707679.02416	-1121766.667	3000800
S1AW0054	08_07_2007	-242952.866	-347426.19	347426.19	501744.25286	21933.333	1857100
S1AW0054	09_07_2007	377029.16781	-347426.19	347426.19	378798.8102	-346366.667	2225400
S1AW0054	10_07_2007	244266.66839	-347426.19	347426.19	496779.52423	-337566.667	2216600
S1AW0054	11_07_2007	244266.66839	-347426.19	347426.19	496779.52423	-471966.667	2351000
S1AW0054	12_07_2007	34140.438	-347426.19	347426.19	364276.9262	-209766.667	2088800
S1AW0054	13_07_2007	34140.438	-347426.19	347426.19	364276.9262	-427466.667	2306500
S1AW0054	14_07_2007	700490.00062	-347426.19	347426.19	680548.96878	-1059866.667	2938900
S1AW0054	15_07_2007	-491613.3322	-347426.19	347426.19	482509.05032	414733.333	1464300
S1AW0054	16_07_2007	34140.438	-347426.19	347426.19	364276.9262	-502266.667	2381300
S1AW0054	17_07_2007	34140.438	-347426.19	347426.19	364276.9262	-79466.667	1958500
S1AW0054	18_07_2007	34140.438	-347426.19	347426.19	364276.9262	-143966.667	2023000
S1AW0054	19_07_2007	34140.438	-347426.19	347426.19	364276.9262	-159966.667	2039000
S1AW0054	20_07_2007	34140.438	-347426.19	347426.19	364276.9262	770533.333	1108500
S1AW0054	21_07_2007	700490.00062	-347426.19	347426.19	680548.96878	-440166.667	2319200
S1AW0054	22_07_2007	-491613.3322	-347426.19	347426.19	482509.05032	522633.333	1356400
S1AW0054	23_07_2007	34140.438	-347426.19	347426.19	364276.9262	-337166.667	2216200
S1AW0054	24_07_2007	34140.438	-347426.19	347426.19	364276.9262	-415566.667	2294600
S1AW0054	25_07_2007	34140.438	-347426.19	347426.19	364276.9262	-313466.667	2192500
S1AW0054	26_07_2007	34140.438	-347426.19	347426.19	364276.9262	-47166.667	1926200
S1AW0054	27_07_2007	34140.438	-347426.19	347426.19	364276.9262	-166466.667	2045500
S1AW0054	28_07_2007	1149785.313	-347426.19	347426.19	1013614.5844	-662466.667	2541500
S1AW0054	29_07_2007	-249955.7769	-347426.19	347426.19	718652.48932	576833.333	1302200
S1AW0054	30_07_2007	367372.54947	-347426.19	347426.19	542556.70363	-219066.667	2098100
S1AW0054	31_07_2007	367372.54947	-347426.19	347426.19	542556.70363	-937166.667	2816200
S1AW0054	01_08_2007	989728.57326	286521.429	-286521.429	337659.54124	-1081871.429	2714400
S1AW0054	02_08_2007	989728.57326	286521.429	-286521.429	337659.54124	-1362471.429	2995000
S1AW0054	03_08_2007	989728.57326	286521.429	-286521.429	337659.54124	-1021371.429	2653900
S1AW0054	04_08_2007	1290932.6896	286521.429	-286521.429	735010.40498	-2582371.429	4214900
S1AW0054	05_08_2007	-60118.43952	286521.429	-286521.429	521122.19511	-624471.429	2257000
S1AW0054	06_08_2007	535736.13557	286521.429	-286521.429	393428.45751	-1010371.429	2642900
S1AW0054	07_08_2007	623533.92981	286521.429	-286521.429	378798.8102	-411371.429	2043900
S1AW0054	08_08_2007	623533.92981	286521.429	-286521.429	378798.8102	-1044671.429	2677200
S1AW0054	09_08_2007	623533.92981	286521.429	-286521.429	378798.8102	-1323671.429	2956200
S1AW0054	10_08_2007	852958.65128	286521.429	-286521.429	848544.38347	-925071.429	2557600
S1AW0054	11_08_2007	1718642.338	286521.429	-286521.429	1585266.4926	-1297671.429	2930200
S1AW0054	12_08_2007	-8445.925361	286521.429	-286521.429	824169.12262	94128.571	1538400
S1AW0054	13_08_2007	606989.61231	286521.429	-286521.429	622217.95519	-701971.429	2334500
S1AW0054	14_08_2007	606989.61231	286521.429	-286521.429	622217.95519	-902871.429	2535400
S1AW0054	15_08_2007	606989.61231	286521.429	-286521.429	622217.95519	222628.571	1409900
S1AW0054	16_08_2007	606989.61231	286521.429	-286521.429	622217.95519	-1020471.429	2653000
S1AW0054	17_08_2007	606989.61231	286521.429	-286521.429	622217.95519	-1071471.429	2704000
S1AW0054	18_08_2007	1387003.4222	286521.429	-286521.429	1162439.225	-1193571.429	2826100
S1AW0054	19_08_2007	-8445.925361	286521.429	-286521.429	824169.12262	505328.571	1127200
S1AW0054	20_08_2007	606989.61231	286521.429	-286521.429	622217.95519	-385871.429	2018400
S1AW0054	21_08_2007	280645.2	286521.429	-286521.429	364276.9262	-938571.429	2571100
S1AW0054	22_08_2007	280645.2	286521.429	-286521.429	364276.9262	-1014471.429	2647000
S1AW0054	23_08_2007	280645.2	286521.429	-286521.429	364276.9262	559028.571	1073500
S1AW0054	24_08_2007	280645.2	286521.429	-286521.429	364276.9262	-490271.429	2122800
S1AW0054	25_08_2007	946994.76262	286521.429	-286521.429	680548.96878	-1035371.429	2667900
S1AW0054	26_08_2007	-245108.5702	286521.429	-286521.429	482509.05032	482528.571	1150000
S1AW0054	27_08_2007	280645.2	286521.429	-286521.429	364276.9262	-351371.429	1983900
S1AW0054	28_08_2007	613877.31147	286521.429	-286521.429	542556.70363	-29571.429	1662100
S1AW0054	29_08_2007	613877.31147	286521.429	-286521.429	542556.70363	-432471.429	2065000
S1AW0054	30_08_2007	613877.31147	286521.429	-286521.429	542556.70363	-640871.429	2273400
S1AW0054	31_08_2007	613877.31147	286521.429	-286521.429	542556.70363	-842471.429	2475000
S1AW0054	01_09_2007	1930277.1613	370907.143	-370907.143	630821.8722	-2117200	3722500
